test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-02-11,NIFTY 11 FEB 22400 PE,,PE,22400,75,09:56:00 IST,09:58:00 IST,1.19,1.175,-8.81,-1.26,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22500 PE,,PE,22500,75,09:57:00 IST,09:59:00 IST,2.11,2.0875,-7.89,-1.07,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22600 PE,,PE,22600,75,09:58:00 IST,10:04:00 IST,3.76,5.075,4.26,34.97,Success,6_min_momentum_failed
2025-02-11,NIFTY 11 FEB 22700 PE,,PE,22700,75,09:59:00 IST,10:25:00 IST,7.16,9.66,9.66,34.92,Success,stop_loss_hit
2025-02-11,NIFTY 11 FEB 22800 PE,,PE,22800,75,10:00:00 IST,10:02:00 IST,18.09,17.9125,8.09,-0.98,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22900 PE,,PE,22900,75,10:01:00 IST,10:03:00 IST,30.65,30.35,20.65,-0.98,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23000 PE,,PE,23000,75,10:02:00 IST,10:04:00 IST,47.37,46.9,37.37,-0.99,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23100 PE,,PE,23100,75,10:03:00 IST,10:05:00 IST,68.02,68.5,58.02,0.71,Success,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23200 PE,,PE,23200,75,10:04:00 IST,10:10:00 IST,89.7,90.2,90.2,0.56,Success,stop_loss_hit
2025-02-11,NIFTY 11 FEB 23300 PE,,PE,23300,75,10:05:00 IST,10:07:00 IST,114.13,113.0,104.13,-0.99,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22350 PE,,PE,22350,75,10:16:00 IST,10:18:00 IST,1.29,1.275,-8.71,-1.16,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22550 PE,,PE,22550,75,10:17:00 IST,10:19:00 IST,4.1,4.0625,-5.9,-0.91,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22650 PE,,PE,22650,75,10:20:00 IST,10:22:00 IST,7.32,7.25,-2.68,-0.96,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22450 PE,,PE,22450,80,10:21:00 IST,10:23:00 IST,2.15,2.125,-7.85,-1.16,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22750 PE,,PE,22750,75,10:26:00 IST,10:28:00 IST,12.46,12.3375,2.46,-0.98,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22850 PE,,PE,22850,75,10:28:00 IST,10:30:00 IST,21.35,21.1375,11.35,-1.0,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 22950 PE,,PE,22950,75,10:35:00 IST,10:37:00 IST,30.07,29.775,20.07,-0.98,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23350 PE,,PE,23350,80,10:46:00 IST,10:48:00 IST,118.73,117.55,108.73,-0.99,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23050 PE,,PE,23050,75,11:31:00 IST,11:33:00 IST,40.72,40.3125,30.72,-1.0,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23150 PE,,PE,23150,75,11:32:00 IST,11:34:00 IST,59.46,58.875,49.46,-0.98,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23250 PE,,PE,23250,75,11:33:00 IST,11:39:00 IST,81.05,82.425,81.55,1.7,Success,6_min_momentum_failed
2025-02-11,NIFTY 11 FEB 23500 PE,,PE,23500,75,11:49:00 IST,11:51:00 IST,117.58,116.7,107.58,-0.75,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23450 PE,,PE,23450,75,12:13:00 IST,12:15:00 IST,100.5,96.0625,90.5,-4.42,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23400 PE,,PE,23400,75,12:16:00 IST,12:18:00 IST,85.85,85.0,75.85,-0.99,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23550 PE,,PE,23550,75,13:31:00 IST,13:33:00 IST,106.05,105.0,96.05,-0.99,Failure,2_min_profit_check_failed
2025-02-11,NIFTY 11 FEB 23600 PE,,PE,23600,75,13:41:00 IST,13:43:00 IST,113.62,112.5,103.62,-0.99,Failure,2_min_profit_check_failed
