test_date,total_trades,success,failure,breakeven,win_rate_pct,failure_rate_pct,avg_pnl_pct,setup_timeframe,trigger_timeframe,setup_filter,trigger_filter
2025-02-11,26,5,21,0,19.23,80.77,1.86,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
