Timestamp,Status,Symbol,Type,Val1,Val2,Score,Val3,RSI,Trend,PCR,Spot,Val4,Val5,Reason,Empty
timestamp,event,symbol,option_type,strike,ltp,score,required_score,rsi,trend,pcr,nifty_spot,gap_mode,scanner_state,reject_reason,notes
2026-06-04 11:20:47,RSI_BAND,,PE,,,,,46.8,RED,,,,,outside_band,NIFTY 1m RSI 46.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:21:27,RSI_BAND,,PE,,,,,41.2,RED,,,,,outside_band,NIFTY 1m RSI 41.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:21:59,RSI_BAND,,PE,,,,,43.8,RED,,,,,outside_band,NIFTY 1m RSI 43.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:22:29,RSI_BAND,,PE,,,,,43.8,RED,,,,,outside_band,NIFTY 1m RSI 43.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:23:00,RSI_BAND,,PE,,,,,43.7,RED,,,,,outside_band,NIFTY 1m RSI 43.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:23:31,RSI_BAND,,PE,,,,,41.7,RED,,,,,outside_band,NIFTY 1m RSI 41.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:24:01,RSI_BAND,,PE,,,,,41.7,RED,,,,,outside_band,NIFTY 1m RSI 41.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:24:32,RSI_BAND,,PE,,,,,43.8,RED,,,,,outside_band,NIFTY 1m RSI 43.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:25:04,RSI_BAND,,PE,,,,,43.8,RED,,,,,outside_band,NIFTY 1m RSI 43.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:25:35,RSI_BAND,,PE,,,,,44.7,RED,,,,,outside_band,NIFTY 1m RSI 44.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:26:06,RSI_BAND,,PE,,,,,44.7,RED,,,,,outside_band,NIFTY 1m RSI 44.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:26:45,RSI_BAND,,PE,,,,,44.7,RED,,,,,outside_band,NIFTY 1m RSI 44.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:27:16,RSI_BAND,,PE,,,,,40.9,RED,,,,,outside_band,NIFTY 1m RSI 40.9 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:27:57,RSI_BAND,,PE,,,,,45.6,RED,,,,,outside_band,NIFTY 1m RSI 45.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:28:37,RSI_BAND,,PE,,,,,52.5,RED,,,,,outside_band,NIFTY 1m RSI 52.5 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:29:08,RSI_BAND,,PE,,,,,52.5,RED,,,,,outside_band,NIFTY 1m RSI 52.5 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:29:46,RSI_BAND,,PE,,,,,48.7,RED,,,,,outside_band,NIFTY 1m RSI 48.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:30:18,RSI_BAND,,PE,,,,,48.4,RED,,,,,outside_band,NIFTY 1m RSI 48.4 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:30:57,RSI_BAND,,PE,,,,,48.4,RED,,,,,outside_band,NIFTY 1m RSI 48.4 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:31:29,RSI_BAND,,PE,,,,,44.8,RED,,,,,outside_band,NIFTY 1m RSI 44.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:32:11,RSI_BAND,,PE,,,,,44.8,RED,,,,,outside_band,NIFTY 1m RSI 44.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:33:42,RSI_BAND,,PE,,,,,44.1,RED,,,,,rose from 35.9 (left PE band),NIFTY 1m RSI 44.1 above PE band (10.0-40.0) — PE buy signals blocked [rose from 35.9 (left PE band)]
2026-06-04 11:34:14,RSI_BAND,,PE,,,,,44.1,RED,,,,,outside_band,NIFTY 1m RSI 44.1 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:34:44,RSI_BAND,,PE,,,,,48.9,RED,,,,,outside_band,NIFTY 1m RSI 48.9 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:35:15,RSI_BAND,,PE,,,,,48.9,RED,,,,,outside_band,NIFTY 1m RSI 48.9 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:35:46,RSI_BAND,,PE,,,,,55.0,RED,,,,,outside_band,NIFTY 1m RSI 55.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:49:18,RSI_BAND,,CE,,,,,56.4,GREEN,,,,,dropped from 59.7 (left CE band),NIFTY 1m RSI 56.4 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 59.7 (left CE band)]
2026-06-04 11:49:48,RSI_BAND,,CE,,,,,56.4,GREEN,,,,,outside_band,NIFTY 1m RSI 56.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:52:46,RSI_BAND,,CE,,,,,54.4,GREEN,,,,,dropped from 58.6 (left CE band),NIFTY 1m RSI 54.4 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 58.6 (left CE band)]
2026-06-04 11:53:23,RSI_BAND,,CE,,,,,54.4,GREEN,,,,,outside_band,NIFTY 1m RSI 54.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:54:02,RSI_BAND,,CE,,,,,50.3,GREEN,,,,,outside_band,NIFTY 1m RSI 50.3 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:54:33,RSI_BAND,,PE,,,,,41.3,RED,,,,,outside_band,NIFTY 1m RSI 41.3 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:55:05,RSI_BAND,,PE,,,,,41.3,RED,,,,,outside_band,NIFTY 1m RSI 41.3 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:55:17,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.4,RED,1.295,23399.35,,,not_deep_itm_need_100pt,
2026-06-04 11:55:27,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.4,RED,1.295,23397.3,,,not_deep_itm_need_100pt,
2026-06-04 11:55:36,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.4,RED,1.295,23402.9,,,not_deep_itm_need_100pt,
2026-06-04 11:55:46,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.4,RED,1.295,23408.1,,,not_deep_itm_need_100pt,
2026-06-04 11:55:58,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.4,RED,1.263,23409.7,,,not_deep_itm_need_100pt,
2026-06-04 11:56:08,RSI_BAND,,PE,,,,,45.0,RED,,,,,rose from 37.4 (left PE band),NIFTY 1m RSI 45.0 above PE band (10.0-40.0) — PE buy signals blocked [rose from 37.4 (left PE band)]
2026-06-04 11:56:39,RSI_BAND,,PE,,,,,45.0,RED,,,,,outside_band,NIFTY 1m RSI 45.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:57:09,RSI_BAND,,PE,,,,,45.0,RED,,,,,outside_band,NIFTY 1m RSI 45.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:57:42,RSI_BAND,,PE,,,,,45.0,RED,,,,,outside_band,NIFTY 1m RSI 45.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:58:13,RSI_BAND,,PE,,,,,46.2,RED,,,,,outside_band,NIFTY 1m RSI 46.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:58:45,RSI_BAND,,PE,,,,,47.1,RED,,,,,outside_band,NIFTY 1m RSI 47.1 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:59:15,RSI_BAND,,PE,,,,,47.1,RED,,,,,outside_band,NIFTY 1m RSI 47.1 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:59:59,RSI_BAND,,PE,,,,,46.9,RED,,,,,outside_band,NIFTY 1m RSI 46.9 above PE band (10.0-40.0) — PE buy signals blocked
timestamp,event,symbol,option_type,strike,ltp,score,required_score,rsi,trend,pcr,nifty_spot,gap_mode,scanner_state,reject_reason,notes
2026-06-04 12:00:02,HOUR_START,,,,,,,,,,,,,,Hourly hypercare log active; waiting for signals/rejects.
2026-06-04 12:00:31,RSI_BAND,,PE,,,,,47.5,RED,,,,,outside_band,NIFTY 1m RSI 47.5 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 12:01:32,RSI_BAND,,CE,,,,,56.9,GREEN,,,,,outside_band,NIFTY 1m RSI 56.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:02:05,RSI_BAND,,CE,,,,,56.9,GREEN,,,,,outside_band,NIFTY 1m RSI 56.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:02:47,RSI_BAND,,CE,,,,,49.0,GREEN,,,,,outside_band,NIFTY 1m RSI 49.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:03:27,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,outside_band,NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:03:58,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,outside_band,NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:04:37,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,outside_band,NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:05:12,RSI_BAND,,PE,,,,,58.4,GREEN,,,,,outside_band,NIFTY 1m RSI 58.4 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 12:05:53,RSI_BAND,,CE,,,,,52.8,GREEN,,,,,dropped from 58.4 (left CE band),NIFTY 1m RSI 52.8 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 58.4 (left CE band)]
2026-06-04 12:06:37,RSI_BAND,,CE,,,,,52.8,GREEN,,,,,outside_band,NIFTY 1m RSI 52.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:07:09,RSI_BAND,,CE,,,,,55.5,GREEN,,,,,outside_band,NIFTY 1m RSI 55.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:07:40,RSI_BAND,,CE,,,,,55.0,GREEN,,,,,outside_band,NIFTY 1m RSI 55.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:08:13,RSI_BAND,,CE,,,,,55.0,GREEN,,,,,outside_band,NIFTY 1m RSI 55.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:08:43,RSI_BAND,,CE,,,,,55.2,GREEN,,,,,outside_band,NIFTY 1m RSI 55.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:09:15,RSI_BAND,,CE,,,,,55.2,GREEN,,,,,outside_band,NIFTY 1m RSI 55.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:09:46,RSI_BAND,,CE,,,,,56.9,GREEN,,,,,outside_band,NIFTY 1m RSI 56.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:10:17,RSI_BAND,,PE,,,,,59.4,GREEN,,,,,outside_band,NIFTY 1m RSI 59.4 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 12:11:41,RSI_BAND,,CE,,,,,57.4,GREEN,,,,,outside_band,NIFTY 1m RSI 57.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:12:11,RSI_BAND,,CE,,,,,57.4,GREEN,,,,,outside_band,NIFTY 1m RSI 57.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:12:42,RSI_BAND,,CE,,,,,57.6,GREEN,,,,,outside_band,NIFTY 1m RSI 57.6 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:13:15,RSI_BAND,,CE,,,,,49.1,GREEN,,,,,outside_band,NIFTY 1m RSI 49.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:13:46,RSI_BAND,,CE,,,,,49.1,GREEN,,,,,outside_band,NIFTY 1m RSI 49.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:14:18,RSI_BAND,,CE,,,,,52.9,GREEN,,,,,outside_band,NIFTY 1m RSI 52.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:14:48,RSI_BAND,,CE,,,,,52.9,GREEN,,,,,outside_band,NIFTY 1m RSI 52.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:15:20,RSI_BAND,,CE,,,,,52.9,GREEN,,,,,outside_band,NIFTY 1m RSI 52.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:15:51,RSI_BAND,,CE,,,,,54.7,GREEN,,,,,outside_band,NIFTY 1m RSI 54.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:16:24,RSI_BAND,,CE,,,,,54.7,GREEN,,,,,outside_band,NIFTY 1m RSI 54.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:16:56,RSI_BAND,,CE,,,,,54.9,GREEN,,,,,outside_band,NIFTY 1m RSI 54.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:17:29,RSI_BAND,,CE,,,,,54.9,GREEN,,,,,outside_band,NIFTY 1m RSI 54.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:17:59,RSI_BAND,,PE,,,,,59.6,GREEN,,,,,outside_band,NIFTY 1m RSI 59.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 12:18:32,RSI_BAND,,PE,,,,,59.6,GREEN,,,,,outside_band,NIFTY 1m RSI 59.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 12:19:14,RSI_BAND,,CE,,,,,53.2,GREEN,,,,,dropped from 59.6 (left CE band),NIFTY 1m RSI 53.2 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 59.6 (left CE band)]
2026-06-04 12:19:44,RSI_BAND,,CE,,,,,49.7,GREEN,,,,,outside_band,NIFTY 1m RSI 49.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:20:16,RSI_BAND,,CE,,,,,49.7,GREEN,,,,,outside_band,NIFTY 1m RSI 49.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:20:46,RSI_BAND,,CE,,,,,47.6,GREEN,,,,,outside_band,NIFTY 1m RSI 47.6 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:21:19,RSI_BAND,,CE,,,,,49.8,GREEN,,,,,outside_band,NIFTY 1m RSI 49.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:21:49,RSI_BAND,,CE,,,,,49.8,GREEN,,,,,outside_band,NIFTY 1m RSI 49.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:22:21,RSI_BAND,,CE,,,,,45.4,GREEN,,,,,outside_band,NIFTY 1m RSI 45.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:23:02,RSI_BAND,,CE,,,,,45.4,GREEN,,,,,outside_band,NIFTY 1m RSI 45.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:23:34,RSI_BAND,,CE,,,,,45.4,GREEN,,,,,outside_band,NIFTY 1m RSI 45.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:24:05,RSI_BAND,,CE,,,,,48.8,GREEN,,,,,outside_band,NIFTY 1m RSI 48.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:24:38,RSI_BAND,,CE,,,,,48.8,GREEN,,,,,outside_band,NIFTY 1m RSI 48.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:25:08,RSI_BAND,,CE,,,,,46.8,GREEN,,,,,outside_band,NIFTY 1m RSI 46.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:25:40,RSI_BAND,,CE,,,,,47.0,GREEN,,,,,outside_band,NIFTY 1m RSI 47.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:26:10,RSI_BAND,,CE,,,,,47.0,GREEN,,,,,outside_band,NIFTY 1m RSI 47.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:26:54,RSI_BAND,,CE,,,,,47.3,GREEN,,,,,outside_band,NIFTY 1m RSI 47.3 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:27:35,RSI_BAND,,CE,,,,,44.9,GREEN,,,,,outside_band,NIFTY 1m RSI 44.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:28:05,RSI_BAND,,CE,,,,,44.9,GREEN,,,,,outside_band,NIFTY 1m RSI 44.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:28:37,RSI_BAND,,CE,,,,,47.1,GREEN,,,,,outside_band,NIFTY 1m RSI 47.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:29:07,RSI_BAND,,CE,,,,,44.2,GREEN,,,,,outside_band,NIFTY 1m RSI 44.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:29:39,RSI_BAND,,CE,,,,,44.2,GREEN,,,,,outside_band,NIFTY 1m RSI 44.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:30:09,RSI_BAND,,CE,,,,,44.2,GREEN,,,,,outside_band,NIFTY 1m RSI 44.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:30:42,RSI_BAND,,CE,,,,,44.2,GREEN,,,,,outside_band,NIFTY 1m RSI 44.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:31:21,RSI_BAND,,CE,,,,,49.5,GREEN,,,,,outside_band,NIFTY 1m RSI 49.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:31:53,RSI_BAND,,CE,,,,,45.8,GREEN,,,,,outside_band,NIFTY 1m RSI 45.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:31:53,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.272,23419.6,,,not_deep_itm_need_100pt,
2026-06-04 12:31:53,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.272,23419.6,,,,
2026-06-04 12:32:15,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.284,23414.05,,,not_deep_itm_need_100pt,
2026-06-04 12:32:15,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.284,23414.05,,,,
2026-06-04 12:32:25,RSI_BAND,,CE,,,,,45.8,GREEN,,,,,outside_band,NIFTY 1m RSI 45.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:32:26,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.284,23412.85,,,not_deep_itm_need_100pt,
2026-06-04 12:32:26,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,45.8,GREEN,1.284,23412.85,,,,
2026-06-04 12:32:39,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23414.6,,,not_deep_itm_need_100pt,
2026-06-04 12:32:39,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23414.6,,,,
2026-06-04 12:32:49,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23410.7,,,not_deep_itm_need_100pt,
2026-06-04 12:32:49,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23410.7,,,,
2026-06-04 12:32:59,RSI_BAND,,CE,,,,,39.0,GREEN,,,,,outside_band,NIFTY 1m RSI 39.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:32:59,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23411.1,,,not_deep_itm_need_100pt,
2026-06-04 12:32:59,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.284,23411.1,,,,
2026-06-04 12:33:09,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.287,23411.5,,,not_deep_itm_need_100pt,
2026-06-04 12:33:09,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.287,23411.5,,,,
2026-06-04 12:33:19,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.287,23408.15,,,not_deep_itm_need_100pt,
2026-06-04 12:33:19,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,39.0,GREEN,1.287,23408.15,,,,
2026-06-04 12:33:30,RSI_BAND,,CE,,,,,36.8,RED,,,,,outside_band,NIFTY 1m RSI 36.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:34:02,RSI_BAND,,CE,,,,,36.8,RED,,,,,outside_band,NIFTY 1m RSI 36.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:34:22,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.4,,,not_deep_itm_need_100pt,
2026-06-04 12:34:22,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.4,,,,
2026-06-04 12:34:32,RSI_BAND,,CE,,,,,30.5,RED,,,,,outside_band,NIFTY 1m RSI 30.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:34:32,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.65,,,not_deep_itm_need_100pt,
2026-06-04 12:34:32,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.65,,,,
2026-06-04 12:34:44,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.25,,,not_deep_itm_need_100pt,
2026-06-04 12:34:44,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23398.25,,,,
2026-06-04 12:34:54,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23397.4,,,not_deep_itm_need_100pt,
2026-06-04 12:34:54,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.279,23397.4,,,,
2026-06-04 12:35:04,RSI_BAND,,CE,,,,,30.5,RED,,,,,outside_band,NIFTY 1m RSI 30.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:35:04,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.26,23397.15,,,not_deep_itm_need_100pt,
2026-06-04 12:35:04,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,103,,30.5,RED,1.26,23397.15,,,,
2026-06-04 12:35:35,RSI_BAND,,CE,,,,,29.8,RED,,,,,outside_band,NIFTY 1m RSI 29.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:36:07,RSI_BAND,,CE,,,,,29.8,RED,,,,,outside_band,NIFTY 1m RSI 29.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:36:58,RSI_BAND,,CE,,,,,29.8,RED,,,,,outside_band,NIFTY 1m RSI 29.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:37:30,RSI_BAND,,CE,,,,,26.5,RED,,,,,outside_band,NIFTY 1m RSI 26.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:38:13,RSI_BAND,,CE,,,,,26.5,RED,,,,,outside_band,NIFTY 1m RSI 26.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:38:44,RSI_BAND,,CE,,,,,26.5,RED,,,,,outside_band,NIFTY 1m RSI 26.5 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:39:16,RSI_BAND,,CE,,,,,24.9,RED,,,,,outside_band,NIFTY 1m RSI 24.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:39:47,RSI_BAND,,CE,,,,,30.2,RED,,,,,outside_band,NIFTY 1m RSI 30.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:40:20,RSI_BAND,,CE,,,,,30.2,RED,,,,,outside_band,NIFTY 1m RSI 30.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:40:40,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23397.85,,,not_deep_itm_need_100pt,
2026-06-04 12:40:40,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23397.85,,,,
2026-06-04 12:40:50,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23395.15,,,not_deep_itm_need_100pt,
2026-06-04 12:40:50,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23395.15,,,,
2026-06-04 12:41:00,RSI_BAND,,CE,,,,,41.4,RED,,,,,outside_band,NIFTY 1m RSI 41.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:41:00,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23394.4,,,not_deep_itm_need_100pt,
2026-06-04 12:41:00,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.116,23394.4,,,,
2026-06-04 12:41:11,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.107,23399.2,,,not_deep_itm_need_100pt,
2026-06-04 12:41:12,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.107,23399.2,,,,
2026-06-04 12:41:22,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.107,23395.6,,,not_deep_itm_need_100pt,
2026-06-04 12:41:22,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,41.4,RED,1.107,23395.6,,,,
2026-06-04 12:41:32,RSI_BAND,,CE,,,,,38.9,RED,,,,,outside_band,NIFTY 1m RSI 38.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:41:32,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23397.75,,,not_deep_itm_need_100pt,
2026-06-04 12:41:32,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23397.75,,,,
2026-06-04 12:41:42,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23396.55,,,not_deep_itm_need_100pt,
2026-06-04 12:41:42,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23396.55,,,,
2026-06-04 12:42:01,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23397.45,,,not_deep_itm_need_100pt,
2026-06-04 12:42:01,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23397.45,,,,
2026-06-04 12:42:12,RSI_BAND,,CE,,,,,38.9,RED,,,,,outside_band,NIFTY 1m RSI 38.9 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 12:42:14,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23396.85,,,not_deep_itm_need_100pt,
2026-06-04 12:42:14,SIGNAL_VERIFIED,NIFTY 09 JUN 23400 PUT,PE,,,98,,38.9,RED,1.107,23396.85,,,,
