Timestamp,Status,Symbol,Type,Val1,Val2,Score,Val3,RSI,Trend,PCR,Spot,Val4,Val5,Reason,Empty
timestamp,event,symbol,option_type,strike,ltp,score,required_score,rsi,trend,pcr,nifty_spot,gap_mode,scanner_state,reject_reason,notes
2026-06-04 10:35:28,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,29.3,RED,1.264,23387.15,,,not_deep_itm_need_100pt,
2026-06-04 10:35:38,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,29.3,RED,1.232,23388.9,,,not_deep_itm_need_100pt,
2026-06-04 10:35:50,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,28.6,RED,1.232,23387.55,,,not_deep_itm_need_100pt,
2026-06-04 10:36:00,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,28.6,RED,1.232,23389.6,,,not_deep_itm_need_100pt,
2026-06-04 10:36:11,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,28.6,RED,1.232,23390.5,,,not_deep_itm_need_100pt,
2026-06-04 10:36:21,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,28.6,RED,1.232,23398.65,,,not_deep_itm_need_100pt,
2026-06-04 10:36:31,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,28.6,RED,1.209,23399.25,,,not_deep_itm_need_100pt,
2026-06-04 10:36:41,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,31.6,RED,1.185,23400.1,,,not_deep_itm_need_100pt,
2026-06-04 10:36:53,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,31.6,RED,1.185,23399.45,,,not_deep_itm_need_100pt,
2026-06-04 10:37:03,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,31.6,RED,1.185,23399.65,,,not_deep_itm_need_100pt,
2026-06-04 10:37:13,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,31.6,RED,1.185,23399.65,,,not_deep_itm_need_100pt,
2026-06-04 10:37:23,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,31.6,RED,1.185,23394.75,,,not_deep_itm_need_100pt,
2026-06-04 10:37:33,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.8,RED,1.165,23384.55,,,not_deep_itm_need_100pt,
2026-06-04 10:37:43,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.8,RED,1.165,23375.65,,,not_deep_itm_need_100pt,
2026-06-04 10:37:55,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.8,RED,1.165,23380.2,,,not_deep_itm_need_100pt,
2026-06-04 10:38:04,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.8,RED,1.165,23378.75,,,not_deep_itm_need_100pt,
2026-06-04 10:38:14,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.8,RED,1.165,23377.65,,,not_deep_itm_need_100pt,
2026-06-04 10:38:25,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,30.9,RED,1.165,23381.4,,,not_deep_itm_need_100pt,
2026-06-04 10:38:35,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,30.9,RED,1.166,23382.5,,,not_deep_itm_need_100pt,
2026-06-04 10:38:45,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,30.9,RED,1.166,23383.55,,,not_deep_itm_need_100pt,
2026-06-04 10:38:57,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,30.9,RED,1.166,23386.25,,,not_deep_itm_need_100pt,
2026-06-04 10:39:18,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,30.9,RED,1.166,23387.5,,,not_deep_itm_need_100pt,
2026-06-04 10:39:28,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.6,RED,1.166,23387.2,,,not_deep_itm_need_100pt,
2026-06-04 10:39:38,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.6,RED,1.15,23387.85,,,not_deep_itm_need_100pt,
2026-06-04 10:39:48,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.6,RED,1.15,23385.7,,,not_deep_itm_need_100pt,
2026-06-04 10:40:00,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.6,RED,1.15,23386.25,,,not_deep_itm_need_100pt,
2026-06-04 10:40:10,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.6,RED,1.15,23387.1,,,not_deep_itm_need_100pt,
2026-06-04 10:40:20,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.2,RED,1.15,23388.4,,,not_deep_itm_need_100pt,
2026-06-04 10:40:30,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.2,RED,1.152,23390.25,,,not_deep_itm_need_100pt,
2026-06-04 10:40:40,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.2,RED,1.146,23390.05,,,not_deep_itm_need_100pt,
2026-06-04 10:40:50,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.2,RED,1.146,23391.65,,,not_deep_itm_need_100pt,
2026-06-04 10:41:03,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,35.2,RED,1.146,23395.25,,,not_deep_itm_need_100pt,
2026-06-04 10:41:13,RSI_BAND,,PE,,,,,45.2,RED,,,,,rose from 35.2 (left PE band),NIFTY 1m RSI 45.2 above PE band (10.0-40.0) — PE buy signals blocked [rose from 35.2 (left PE band)]
2026-06-04 10:41:44,RSI_BAND,,PE,,,,,45.2,RED,,,,,outside_band,NIFTY 1m RSI 45.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:42:16,RSI_BAND,,PE,,,,,45.2,RED,,,,,outside_band,NIFTY 1m RSI 45.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:42:47,RSI_BAND,,PE,,,,,45.2,RED,,,,,outside_band,NIFTY 1m RSI 45.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:43:20,RSI_BAND,,PE,,,,,47.4,RED,,,,,outside_band,NIFTY 1m RSI 47.4 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:43:51,RSI_BAND,,PE,,,,,43.1,RED,,,,,outside_band,NIFTY 1m RSI 43.1 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:44:24,RSI_BAND,,PE,,,,,43.1,RED,,,,,outside_band,NIFTY 1m RSI 43.1 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:44:57,RSI_BAND,,PE,,,,,41.6,RED,,,,,outside_band,NIFTY 1m RSI 41.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:45:27,RSI_BAND,,PE,,,,,51.5,RED,,,,,outside_band,NIFTY 1m RSI 51.5 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:46:00,RSI_BAND,,PE,,,,,51.5,RED,,,,,outside_band,NIFTY 1m RSI 51.5 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 10:46:56,RSI_BAND,,CE,,,,,57.0,GREEN,,,,,outside_band,NIFTY 1m RSI 57.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:49:13,RSI_BAND,,CE,,,,,54.4,GREEN,,,,,dropped from 60.0 (left CE band),NIFTY 1m RSI 54.4 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 60.0 (left CE band)]
2026-06-04 10:49:52,RSI_BAND,,CE,,,,,54.4,GREEN,,,,,outside_band,NIFTY 1m RSI 54.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:50:24,RSI_BAND,,CE,,,,,54.4,GREEN,,,,,outside_band,NIFTY 1m RSI 54.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:51:03,RSI_BAND,,CE,,,,,52.7,GREEN,,,,,outside_band,NIFTY 1m RSI 52.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:51:35,RSI_BAND,,CE,,,,,52.7,GREEN,,,,,outside_band,NIFTY 1m RSI 52.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:52:06,RSI_BAND,,CE,,,,,53.8,GREEN,,,,,outside_band,NIFTY 1m RSI 53.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:52:38,RSI_BAND,,CE,,,,,51.0,GREEN,,,,,outside_band,NIFTY 1m RSI 51.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:53:20,RSI_BAND,,CE,,,,,51.0,GREEN,,,,,outside_band,NIFTY 1m RSI 51.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:53:59,RSI_BAND,,CE,,,,,51.0,GREEN,,,,,outside_band,NIFTY 1m RSI 51.0 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:54:31,RSI_BAND,,CE,,,,,53.8,GREEN,,,,,outside_band,NIFTY 1m RSI 53.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:55:10,RSI_BAND,,CE,,,,,53.2,GREEN,,,,,outside_band,NIFTY 1m RSI 53.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:55:42,RSI_BAND,,CE,,,,,53.2,GREEN,,,,,outside_band,NIFTY 1m RSI 53.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:56:23,RSI_BAND,,CE,,,,,53.2,GREEN,,,,,outside_band,NIFTY 1m RSI 53.2 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:57:11,RSI_BAND,,CE,,,,,56.6,GREEN,,,,,outside_band,NIFTY 1m RSI 56.6 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:57:43,RSI_BAND,,CE,,,,,57.4,GREEN,,,,,outside_band,NIFTY 1m RSI 57.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:58:24,RSI_BAND,,CE,,,,,57.4,GREEN,,,,,outside_band,NIFTY 1m RSI 57.4 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 10:59:03,RSI_BAND,,CE,,,,,57.7,GREEN,,,,,outside_band,NIFTY 1m RSI 57.7 below CE band (58.0-90.0) — CE buy signals blocked
timestamp,event,symbol,option_type,strike,ltp,score,required_score,rsi,trend,pcr,nifty_spot,gap_mode,scanner_state,reject_reason,notes
2026-06-04 11:00:07,HOUR_START,,,,,,,,,,,,,,Hourly hypercare log active; waiting for signals/rejects.
2026-06-04 11:00:14,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,dropped from 58.8 (left CE band),NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked [dropped from 58.8 (left CE band)]
2026-06-04 11:00:45,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,outside_band,NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:01:25,RSI_BAND,,CE,,,,,53.1,GREEN,,,,,outside_band,NIFTY 1m RSI 53.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:02:14,RSI_BAND,,CE,,,,,54.8,GREEN,,,,,outside_band,NIFTY 1m RSI 54.8 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:02:46,RSI_BAND,,CE,,,,,53.7,GREEN,,,,,outside_band,NIFTY 1m RSI 53.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:03:27,RSI_BAND,,CE,,,,,53.7,GREEN,,,,,outside_band,NIFTY 1m RSI 53.7 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:03:59,RSI_BAND,,CE,,,,,44.1,GREEN,,,,,outside_band,NIFTY 1m RSI 44.1 below CE band (58.0-90.0) — CE buy signals blocked
2026-06-04 11:05:20,RSI_BAND,,PE,,,,,41.0,RED,,,,,rose from 33.4 (left PE band),NIFTY 1m RSI 41.0 above PE band (10.0-40.0) — PE buy signals blocked [rose from 33.4 (left PE band)]
2026-06-04 11:05:50,RSI_BAND,,PE,,,,,41.0,RED,,,,,outside_band,NIFTY 1m RSI 41.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:06:10,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.161,23390.1,,,not_deep_itm_need_100pt,
2026-06-04 11:06:22,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.161,23389.5,,,not_deep_itm_need_100pt,
2026-06-04 11:06:32,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.161,23385.3,,,not_deep_itm_need_100pt,
2026-06-04 11:06:42,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.146,23375.5,,,not_deep_itm_need_100pt,
2026-06-04 11:06:52,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.146,23377.45,,,not_deep_itm_need_100pt,
2026-06-04 11:07:02,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.146,23380.0,,,not_deep_itm_need_100pt,
2026-06-04 11:07:28,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.146,23378.2,,,not_deep_itm_need_100pt,
2026-06-04 11:07:38,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,97.0,,38.2,RED,1.127,23382.8,,,not_deep_itm_need_100pt,
2026-06-04 11:07:48,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,33.7,RED,1.115,23386.05,,,not_deep_itm_need_100pt,
2026-06-04 11:07:58,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,33.7,RED,1.115,23386.2,,,not_deep_itm_need_100pt,
2026-06-04 11:08:08,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,33.7,RED,1.115,23388.15,,,not_deep_itm_need_100pt,
2026-06-04 11:08:18,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,33.7,RED,1.115,23388.7,,,not_deep_itm_need_100pt,
2026-06-04 11:08:30,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,33.7,RED,1.115,23391.6,,,not_deep_itm_need_100pt,
2026-06-04 11:08:40,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.7,RED,1.103,23392.9,,,not_deep_itm_need_100pt,
2026-06-04 11:08:50,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.7,RED,1.09,23393.05,,,not_deep_itm_need_100pt,
2026-06-04 11:09:00,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.7,RED,1.09,23389.2,,,not_deep_itm_need_100pt,
2026-06-04 11:09:10,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,38.7,RED,1.09,23382.0,,,not_deep_itm_need_100pt,
2026-06-04 11:10:09,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.6,RED,1.083,23386.7,,,not_deep_itm_need_100pt,
2026-06-04 11:10:19,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.6,RED,1.083,23386.65,,,not_deep_itm_need_100pt,
2026-06-04 11:10:29,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.6,RED,1.083,23386.1,,,not_deep_itm_need_100pt,
2026-06-04 11:10:39,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,37.6,RED,1.081,23387.3,,,not_deep_itm_need_100pt,
2026-06-04 11:10:49,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.0,RED,1.072,23385.5,,,not_deep_itm_need_100pt,
2026-06-04 11:10:59,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.0,RED,1.072,23384.35,,,not_deep_itm_need_100pt,
2026-06-04 11:11:08,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.0,RED,1.072,23390.8,,,not_deep_itm_need_100pt,
2026-06-04 11:11:19,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.0,RED,1.072,23389.55,,,not_deep_itm_need_100pt,
2026-06-04 11:11:29,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.0,RED,1.072,23393.85,,,not_deep_itm_need_100pt,
2026-06-04 11:11:39,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.6,RED,1.07,23393.65,,,not_deep_itm_need_100pt,
2026-06-04 11:11:50,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.6,RED,1.06,23389.4,,,not_deep_itm_need_100pt,
2026-06-04 11:12:00,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.6,RED,1.06,23391.3,,,not_deep_itm_need_100pt,
2026-06-04 11:12:10,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.6,RED,1.06,23390.7,,,not_deep_itm_need_100pt,
2026-06-04 11:12:22,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,39.6,RED,1.06,23387.9,,,not_deep_itm_need_100pt,
2026-06-04 11:12:32,RSI_BAND,,PE,,,,,42.6,RED,,,,,rose from 39.6 (left PE band),NIFTY 1m RSI 42.6 above PE band (10.0-40.0) — PE buy signals blocked [rose from 39.6 (left PE band)]
2026-06-04 11:13:02,RSI_BAND,,PE,,,,,42.6,RED,,,,,outside_band,NIFTY 1m RSI 42.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:13:23,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,40.0,RED,1.063,23389.8,,,not_deep_itm_need_100pt,
2026-06-04 11:14:10,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,40.0,RED,1.06,23399.5,,,"exception_in_explain_trigger: too many values to unpack (expected 8, got 9)",
2026-06-04 11:14:20,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,40.0,RED,1.06,23396.9,,,"exception_in_explain_trigger: too many values to unpack (expected 8, got 9)",
2026-06-04 11:14:30,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,40.0,RED,1.06,23398.55,,,"exception_in_explain_trigger: too many values to unpack (expected 8, got 9)",
2026-06-04 11:14:40,REJECT,NIFTY 09 JUN 23400 PUT,PE,,,100,,40.0,RED,1.056,23397.2,,,"exception_in_explain_trigger: too many values to unpack (expected 8, got 9)",
2026-06-04 11:14:49,RSI_BAND,,PE,,,,,48.2,RED,,,,,rose from 40.0 (left PE band),NIFTY 1m RSI 48.2 above PE band (10.0-40.0) — PE buy signals blocked [rose from 40.0 (left PE band)]
2026-06-04 11:15:30,RSI_BAND,,PE,,,,,48.2,RED,,,,,outside_band,NIFTY 1m RSI 48.2 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:16:03,RSI_BAND,,PE,,,,,49.6,RED,,,,,outside_band,NIFTY 1m RSI 49.6 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:16:34,RSI_BAND,,PE,,,,,46.7,RED,,,,,outside_band,NIFTY 1m RSI 46.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:17:14,RSI_BAND,,PE,,,,,46.7,RED,,,,,outside_band,NIFTY 1m RSI 46.7 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:17:44,RSI_BAND,,PE,,,,,46.9,RED,,,,,outside_band,NIFTY 1m RSI 46.9 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:18:24,RSI_BAND,,PE,,,,,50.0,RED,,,,,outside_band,NIFTY 1m RSI 50.0 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:19:27,RSI_BAND,,PE,,,,,46.8,RED,,,,,outside_band,NIFTY 1m RSI 46.8 above PE band (10.0-40.0) — PE buy signals blocked
2026-06-04 11:20:06,RSI_BAND,,PE,,,,,46.8,RED,,,,,outside_band,NIFTY 1m RSI 46.8 above PE band (10.0-40.0) — PE buy signals blocked
