timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-05-29 14:06:06,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +21,140 | New PE Vol: +171,300"
2026-05-29 14:07:09,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,000,610 | New PE Vol: +2,731,950"
2026-05-29 14:07:10,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +22,200 | New PE Vol: +145,600"
2026-05-29 14:08:12,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +349,895 | New PE Vol: +894,660"
2026-05-29 14:08:12,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +13,320 | New PE Vol: +53,040"
2026-05-29 14:09:14,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +679,770 | New PE Vol: +1,417,195"
2026-05-29 14:09:15,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +2,138,640 | New PE Vol: +1,747,540"
2026-05-29 14:10:14,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +378,365 | New PE Vol: +862,095"
2026-05-29 14:10:15,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: -2,111,040 | New PE Vol: -1,606,600"
2026-05-29 14:11:53,Vol,NIFTY 02 JUN 23750 CALL,4371965,218790,1898.2,4153175,27309035,,,"periodic record vol=27,309,035 oi=4,371,965 (OI chg +4,153,175 +1898.2%)"
2026-05-29 14:11:54,Vol,NIFTY 02 JUN 23700 CALL,3507920,721435,386.2,2786485,22897420,,,"periodic record vol=22,897,420 oi=3,507,920 (OI chg +2,786,485 +386.2%)"
2026-05-29 14:11:54,Vol,NIFTY 02 JUN 23650 CALL,635245,101075,528.5,534170,4020705,,,"periodic record vol=4,020,705 oi=635,245 (OI chg +534,170 +528.5%)"
2026-05-29 14:11:55,Vol,NIFTY 02 JUN 23750 PUT,4685980,1055405,344.0,3630575,132922595,,,"periodic record vol=132,922,595 oi=4,685,980 (OI chg +3,630,575 +344.0%)"
2026-05-29 14:11:55,Vol,NIFTY 02 JUN 23800 PUT,6972875,3889145,79.3,3083730,256760985,,,"periodic record vol=256,760,985 oi=6,972,875 (OI chg +3,083,730 +79.3%)"
2026-05-29 14:11:55,Vol,NIFTY 02 JUN 23850 PUT,2805530,1734395,61.8,1071135,186326920,,,"periodic record vol=186,326,920 oi=2,805,530 (OI chg +1,071,135 +61.8%)"
2026-05-29 14:11:56,Vol,SENSEX 04 JUN 75400 CALL,108580,6040,1697.7,102540,546800,,,"periodic record vol=546,800 oi=108,580 (OI chg +102,540 +1697.7%)"
2026-05-29 14:11:56,Vol,SENSEX 04 JUN 75300 CALL,26760,2640,913.6,24120,166400,,,"periodic record vol=166,400 oi=26,760 (OI chg +24,120 +913.6%)"
2026-05-29 14:11:56,Vol,SENSEX 04 JUN 75200 CALL,17100,2700,533.3,14400,76620,,,"periodic record vol=76,620 oi=17,100 (OI chg +14,400 +533.3%)"
2026-05-29 14:11:57,Vol,SENSEX 04 JUN 75400 PUT,186940,26840,596.5,160100,5124640,,,"periodic record vol=5,124,640 oi=186,940 (OI chg +160,100 +596.5%)"
2026-05-29 14:11:57,Vol,SENSEX 04 JUN 75500 PUT,381420,259800,46.8,121620,10811140,,,"periodic record vol=10,811,140 oi=381,420 (OI chg +121,620 +46.8%)"
2026-05-29 14:11:57,Vol,SENSEX 04 JUN 75600 PUT,256620,41260,522.0,215360,7167100,,,"periodic record vol=7,167,100 oi=256,620 (OI chg +215,360 +522.0%)"
2026-05-29 14:13:07,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +335,985 | New PE Vol: +652,080"
2026-05-29 14:13:07,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +11,860 | New PE Vol: +55,260"
2026-05-29 14:13:34,Reject,SENSEX 04 JUN 75400 CALL,130260,108580,20.0,21680,,,ABOVE,"OI poll change +20.0% vs last scan (OI chg +21,680 | oi=130,260, was=108,580)"
2026-05-29 14:13:35,Reject,SENSEX 04 JUN 75300 CALL,32560,26760,21.7,5800,,,ABOVE,"OI poll change +21.7% vs last scan (OI chg +5,800 | oi=32,560, was=26,760)"
2026-05-29 14:13:35,Reject,SENSEX 04 JUN 75200 CALL,18100,17100,5.8,1000,,,ABOVE,"OI poll change +5.8% vs last scan (OI chg +1,000 | oi=18,100, was=17,100)"
2026-05-29 14:13:35,Reject,SENSEX 04 JUN 75400 PUT,219320,186940,17.3,32380,,,ABOVE,"OI poll change +17.3% vs last scan (OI chg +32,380 | oi=219,320, was=186,940)"
2026-05-29 14:14:18,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +489,970 | New PE Vol: +906,230"
2026-05-29 14:14:19,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +18,220 | New PE Vol: +73,220"
2026-05-29 14:15:32,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +574,080 | New PE Vol: +1,145,690"
2026-05-29 14:15:32,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +19,980 | New PE Vol: +74,760"
2026-05-29 14:16:49,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +673,140 | New PE Vol: +1,997,775"
2026-05-29 14:16:49,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +24,300 | New PE Vol: +120,040"
2026-05-29 14:17:04,Vol,NIFTY 02 JUN 23750 CALL,4400435,218790,1911.3,4181645,28638740,,,"periodic record vol=28,638,740 oi=4,400,435 (OI chg +4,181,645 +1911.3%)"
2026-05-29 14:17:04,Vol,NIFTY 02 JUN 23700 CALL,3567330,721435,394.5,2845895,23623275,,,"periodic record vol=23,623,275 oi=3,567,330 (OI chg +2,845,895 +394.5%)"
2026-05-29 14:17:05,Vol,NIFTY 02 JUN 23650 CALL,638235,101075,531.4,537160,4120415,,,"periodic record vol=4,120,415 oi=638,235 (OI chg +537,160 +531.4%)"
2026-05-29 14:17:05,Vol,NIFTY 02 JUN 23750 PUT,4675710,1055405,343.0,3620305,135123365,,,"periodic record vol=135,123,365 oi=4,675,710 (OI chg +3,620,305 +343.0%)"
2026-05-29 14:17:05,Vol,NIFTY 02 JUN 23800 PUT,6963190,3889145,79.0,3074045,258822070,,,"periodic record vol=258,822,070 oi=6,963,190 (OI chg +3,074,045 +79.0%)"
2026-05-29 14:17:06,Vol,NIFTY 02 JUN 23850 PUT,2737735,1734395,57.8,1003340,186953130,,,"periodic record vol=186,953,130 oi=2,737,735 (OI chg +1,003,340 +57.8%)"
2026-05-29 14:17:06,Vol,SENSEX 04 JUN 75400 CALL,132260,6040,2089.7,126220,603080,,,"periodic record vol=603,080 oi=132,260 (OI chg +126,220 +2089.7%)"
2026-05-29 14:17:06,Vol,SENSEX 04 JUN 75300 CALL,31640,2640,1098.5,29000,183000,,,"periodic record vol=183,000 oi=31,640 (OI chg +29,000 +1098.5%)"
2026-05-29 14:17:06,Vol,SENSEX 04 JUN 75200 CALL,18220,2700,574.8,15520,80960,,,"periodic record vol=80,960 oi=18,220 (OI chg +15,520 +574.8%)"
2026-05-29 14:17:07,Vol,SENSEX 04 JUN 75400 PUT,221960,26840,727.0,195120,5300800,,,"periodic record vol=5,300,800 oi=221,960 (OI chg +195,120 +727.0%)"
2026-05-29 14:17:07,Vol,SENSEX 04 JUN 75500 PUT,396660,259800,52.7,136860,10939340,,,"periodic record vol=10,939,340 oi=396,660 (OI chg +136,860 +52.7%)"
2026-05-29 14:17:07,Vol,SENSEX 04 JUN 75600 PUT,258980,41260,527.7,217720,7220760,,,"periodic record vol=7,220,760 oi=258,980 (OI chg +217,720 +527.7%)"
2026-05-29 14:17:52,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +596,310 | New PE Vol: +1,863,485"
2026-05-29 14:17:52,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +22,760 | New PE Vol: +117,020"
2026-05-29 14:18:53,Reject,SENSEX 04 JUN 75300 CALL,34200,31640,8.1,2560,,,ABOVE,"OI poll change +8.1% vs last scan (OI chg +2,560 | oi=34,200, was=31,640)"
2026-05-29 14:18:54,Reject,SENSEX 04 JUN 75400 PUT,235060,221960,5.9,13100,,,ABOVE,"OI poll change +5.9% vs last scan (OI chg +13,100 | oi=235,060, was=221,960)"
2026-05-29 14:18:54,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +940,615 | New PE Vol: +1,747,135"
2026-05-29 14:18:54,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +32,580 | New PE Vol: +128,960"
2026-05-29 14:20:06,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +812,500 | New PE Vol: +1,910,155"
