symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 2 JUL 25650 PE,10:04:00 IST,02-07-25 10:04:00 IST,120.9,40.669940218855146,107.11,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:05:00 IST,02-07-25 10:05:00 IST,129.9,38.62521717187157,107.11,TRAIL,continuous_trailing
NIFTY 2 JUL 25650 PE,10:06:00 IST,02-07-25 10:06:00 IST,129.9,35.571833413400356,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:07:00 IST,02-07-25 10:07:00 IST,129.9,35.20298219105632,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:08:00 IST,02-07-25 10:08:00 IST,129.9,33.49638705371537,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:09:00 IST,02-07-25 10:09:00 IST,129.9,37.51808728629987,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:10:00 IST,02-07-25 10:10:00 IST,122.75,37.518087285756906,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:11:00 IST,02-07-25 10:11:00 IST,122.75,40.48625585022765,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:12:00 IST,02-07-25 10:12:00 IST,122.75,46.088519758593804,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:13:00 IST,02-07-25 10:13:00 IST,122.75,44.626902522377684,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:14:00 IST,02-07-25 10:14:00 IST,122.75,43.702927634390726,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:15:00 IST,02-07-25 10:15:00 IST,129.4,43.368202219470845,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:16:00 IST,02-07-25 10:16:00 IST,129.4,38.467792470548545,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:17:00 IST,02-07-25 10:17:00 IST,129.4,37.740907188544476,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:18:00 IST,02-07-25 10:18:00 IST,129.4,37.22443142581563,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:19:00 IST,02-07-25 10:19:00 IST,129.4,28.881806500238298,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:20:00 IST,02-07-25 10:20:00 IST,129.55,34.3768279210269,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:21:00 IST,02-07-25 10:21:00 IST,129.55,46.005423151064036,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:22:00 IST,02-07-25 10:22:00 IST,129.55,46.50809229743487,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:23:00 IST,02-07-25 10:23:00 IST,129.55,49.79892185122654,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:24:00 IST,02-07-25 10:24:00 IST,129.55,49.83802013739001,114.9,HOLD,no_exit_condition_met
NIFTY 2 JUL 25650 PE,10:25:00 IST,02-07-25 10:25:00 IST,114.2,44.600808376406874,114.9,EXIT,stop_loss_hit
NIFTY 2 JUL 25600 PE,10:41:00 IST,02-07-25 10:41:00 IST,73.05,25.817538176388013,58.78,HOLD,no_exit_condition_met
NIFTY 2 JUL 25600 PE,10:42:00 IST,02-07-25 10:42:00 IST,73.05,24.986888415449442,58.78,HOLD,no_exit_condition_met
NIFTY 2 JUL 25600 PE,10:43:00 IST,02-07-25 10:43:00 IST,73.05,31.39206869167515,58.78,HOLD,no_exit_condition_met
NIFTY 2 JUL 25600 PE,10:44:00 IST,02-07-25 10:44:00 IST,73.05,33.04243417100122,58.78,HOLD,no_exit_condition_met
NIFTY 2 JUL 25600 PE,10:45:00 IST,02-07-25 10:45:00 IST,76.15,32.87863904276858,58.78,TRAIL,continuous_trailing
NIFTY 2 JUL 25600 PE,10:46:00 IST,02-07-25 10:46:00 IST,76.15,30.868226706217058,61.15,HOLD,no_exit_condition_met
