symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 17 FEB 22850 CE,12:49:00 IST,17-02-25 12:49:00 IST,188.35,56.977346317782455,175.23,HOLD,no_exit_condition_met
NIFTY 17 FEB 22850 CE,12:50:00 IST,17-02-25 12:50:00 IST,179.6,54.199518804103086,175.23,HOLD,no_exit_condition_met
NIFTY 17 FEB 22850 CE,12:51:00 IST,17-02-25 12:51:00 IST,179.6,57.375269183769326,175.23,HOLD,no_exit_condition_met
NIFTY 17 FEB 22850 CE,12:52:00 IST,17-02-25 12:52:00 IST,179.6,59.90697973374792,175.23,HOLD,no_exit_condition_met
NIFTY 17 FEB 22850 CE,12:53:00 IST,17-02-25 12:53:00 IST,179.6,57.20617967239528,175.23,HOLD,no_exit_condition_met
NIFTY 17 FEB 22850 CE,12:54:00 IST,17-02-25 12:54:00 IST,179.6,59.55017310639177,175.23,EXIT,time_cutoff_6m
NIFTY 17 FEB 22900 CE,13:53:00 IST,17-02-25 13:53:00 IST,131.5,57.21506886214634,117.81,HOLD,no_exit_condition_met
NIFTY 17 FEB 22900 CE,13:54:00 IST,17-02-25 13:54:00 IST,131.5,53.8331168523388,117.81,HOLD,no_exit_condition_met
NIFTY 17 FEB 22900 CE,13:55:00 IST,17-02-25 13:55:00 IST,131.5,53.68011327817639,117.81,HOLD,no_exit_condition_met
NIFTY 17 FEB 22900 CE,13:56:00 IST,17-02-25 13:56:00 IST,131.5,47.93373023608655,117.81,HOLD,no_exit_condition_met
NIFTY 17 FEB 22900 CE,13:57:00 IST,17-02-25 13:57:00 IST,131.5,43.054730200691715,117.81,HOLD,no_exit_condition_met
NIFTY 17 FEB 22900 CE,13:58:00 IST,17-02-25 13:58:00 IST,131.5,43.695959124115475,117.81,EXIT,time_cutoff_6m
