test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-14,NIFTY 14 JUL 25300 PE,PE,25300,100.0,11:12:00 IST,11:40:00 IST,123.12,112.85,112.85,-8.34,Failure,stop_loss_hit
2025-07-14,NIFTY 14 JUL 25100 CE,CE,25100,87.0,12:18:00 IST,13:25:00 IST,142.01,154.25,154.25,8.62,Success,stop_loss_hit
