test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-18,NIFTY 18 JUL 25100 PE,PE,25100,92.0,10:22:00 IST,10:40:00 IST,202.5,204.55,204.55,1.01,Success,stop_loss_hit
2025-07-18,NIFTY 18 JUL 24850 CE,CE,24850,92.0,12:43:00 IST,12:45:00 IST,248.61,233.61,233.61,-6.03,Failure,stop_loss_hit
