date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
23-04-25,2025-04-23_51,10:06:00 IST,BUY,NIFTY 23 APR 24450 PE,PE,208.11,166.49,29.505805138918433,383250,
23-04-25,2025-04-23_51,15:12:00 IST,SELL,NIFTY 23 APR 24450 PE,PE,206.05,166.49,69.9061969152922,383250,Failure
