date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
01-01-26,2026-01-01_44,09:59:00 IST,BUY,NIFTY 1 JAN 26550 PE,PE,274.15,254.15,37.050957307400914,90805,
01-01-26,2026-01-01_44,11:20:00 IST,SELL,NIFTY 1 JAN 26550 PE,PE,270.9,254.15,52.28145554964476,94835,Failure
01-01-26,2026-01-01_147,11:42:00 IST,BUY,NIFTY 1 JAN 26400 PE,PE,128.95,108.95,41.80547829192487,3771690,
01-01-26,2026-01-01_147,12:57:00 IST,SELL,NIFTY 1 JAN 26400 PE,PE,126.05,108.95,56.01205034826175,4982055,Failure
01-01-26,2026-01-01_235,13:10:00 IST,BUY,NIFTY 1 JAN 25850 CE,CE,464.8,444.8,58.83711414854519,167765,
01-01-26,2026-01-01_235,14:35:00 IST,SELL,NIFTY 1 JAN 25850 CE,CE,454.85,444.8,53.66201842285405,161655,Failure
