test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason,monitor_log,trade_book,pnl_pts,pnl_inr
28-07-2025,NIFTY 28 JUL 25 24700 CE,CE,24700.0,85.0,11:02:00 IST,11:04:00 IST,197.4,195.45,177.4,-0.99,Failure,stop_loss_hit,[],"[{'date': '2025-07-28', 'trade id': '2025-07-28_107', 'time ist': '11:02:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 28 JUL 25 24700 CE', 'option_type': 'CE', 'price': 197.4, 'trailing_sl': 177.4, 'rsi': 59.8, 'oi': 1716000, 'outcome': ''}, {'date': '2025-07-28', 'trade id': '2025-07-28_107', 'time ist': '11:04:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 28 JUL 25 24700 CE', 'option_type': 'CE', 'price': 195.45, 'trailing_sl': 177.4, 'rsi': 49.5, 'oi': 1716000, 'outcome': 'Failure'}]",-1.95,-146.25
02-07-2025,NIFTY 2 JUL 25 25550 PE,PE,25550.0,90.0,13:22:00 IST,14:05:00 IST,135.74,155.9,155.9,14.85,Success,stop_loss_hit,[],"[{'date': '2025-07-02', 'trade id': '2025-07-02_247', 'time ist': '13:22:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 2 JUL 25 25550 PE', 'option_type': 'PE', 'price': 135.74, 'trailing_sl': 115.74, 'rsi': 18.6, 'oi': 4265100, 'outcome': ''}, {'date': '2025-07-02', 'trade id': '2025-07-02_247', 'time ist': '14:05:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 2 JUL 25 25550 PE', 'option_type': 'PE', 'price': 155.9, 'trailing_sl': 155.9, 'rsi': 49.1, 'oi': 2505075, 'outcome': 'Success'}]",20.16,1512.0
09-07-2025,NIFTY 9 JUL 25 25550 PE,PE,25550.0,100.0,09:40:00 IST,10:25:00 IST,120.19,130.8,130.8,8.83,Success,stop_loss_hit,[],"[{'date': '2025-07-09', 'trade id': '2025-07-09_400', 'time ist': '09:40:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 9 JUL 25 25550 PE', 'option_type': 'PE', 'price': 120.19, 'trailing_sl': 100.19, 'rsi': 37.1, 'oi': 3169275, 'outcome': ''}, {'date': '2025-07-09', 'trade id': '2025-07-09_400', 'time ist': '10:25:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 9 JUL 25 25550 PE', 'option_type': 'PE', 'price': 130.8, 'trailing_sl': 130.8, 'rsi': 51.1, 'oi': 2473725, 'outcome': 'Success'}]",10.61,795.75
28-07-2025,NIFTY 28 JUL 25 24600 CE,CE,24600.0,100.0,12:40:00 IST,12:43:00 IST,166.6,164.95,146.6,-0.99,Failure,stop_loss_hit,[],"[{'date': '2025-07-28', 'trade id': '2025-07-28_580', 'time ist': '12:40:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 28 JUL 25 24600 CE', 'option_type': 'CE', 'price': 166.6, 'trailing_sl': 146.6, 'rsi': 59.7, 'oi': 3158700, 'outcome': ''}, {'date': '2025-07-28', 'trade id': '2025-07-28_580', 'time ist': '12:43:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 28 JUL 25 24600 CE', 'option_type': 'CE', 'price': 164.95, 'trailing_sl': 146.6, 'rsi': 67.1, 'oi': 3158700, 'outcome': 'Failure'}]",-1.65,-123.75
29-07-2025,NIFTY 29 JUL 25 24600 CE,CE,24600.0,100.0,12:40:00 IST,12:43:00 IST,166.6,164.95,146.6,-0.99,Failure,stop_loss_hit,[],"[{'date': '2025-07-29', 'trade id': '2025-07-29_205', 'time ist': '12:40:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 29 JUL 25 24600 CE', 'option_type': 'CE', 'price': 166.6, 'trailing_sl': 146.6, 'rsi': 59.7, 'oi': 3158700, 'outcome': ''}, {'date': '2025-07-29', 'trade id': '2025-07-29_205', 'time ist': '12:43:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 29 JUL 25 24600 CE', 'option_type': 'CE', 'price': 164.95, 'trailing_sl': 146.6, 'rsi': 67.1, 'oi': 3158700, 'outcome': 'Failure'}]",-1.65,-123.75
31-07-2025,NIFTY 31 JUL 25 24800 PE,PE,24800.0,100.0,09:26:00 IST,09:33:00 IST,197.4,209.85,177.4,6.31,Success,stop_loss_hit,[],"[{'date': '2025-07-31', 'trade id': '2025-07-31_387', 'time ist': '09:26:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 31 JUL 25 24800 PE', 'option_type': 'PE', 'price': 197.4, 'trailing_sl': 177.4, 'rsi': 24.8, 'oi': 4117800, 'outcome': ''}, {'date': '2025-07-31', 'trade id': '2025-07-31_387', 'time ist': '09:33:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 31 JUL 25 24800 PE', 'option_type': 'PE', 'price': 209.85, 'trailing_sl': 177.4, 'rsi': 37.4, 'oi': 4139775, 'outcome': 'Success'}]",12.45,933.75
09-07-2025,NIFTY 9 JUL 25 25500 PE,PE,25500.0,90.0,10:57:00 IST,12:20:00 IST,114.94,120.0,120.0,4.4,Success,stop_loss_hit,[],"[{'date': '2025-07-09', 'trade id': '2025-07-09_477', 'time ist': '10:57:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 9 JUL 25 25500 PE', 'option_type': 'PE', 'price': 114.94, 'trailing_sl': 94.94, 'rsi': 26.3, 'oi': 8467050, 'outcome': ''}, {'date': '2025-07-09', 'trade id': '2025-07-09_477', 'time ist': '12:20:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 9 JUL 25 25500 PE', 'option_type': 'PE', 'price': 120.0, 'trailing_sl': 120.0, 'rsi': 63.0, 'oi': 6828000, 'outcome': 'Success'}]",5.06,379.5
10-07-2025,NIFTY 10 JUL 25 25500 PE,PE,25500.0,90.0,10:57:00 IST,12:20:00 IST,114.94,120.0,120.0,4.4,Success,stop_loss_hit,[],"[{'date': '2025-07-10', 'trade id': '2025-07-10_102', 'time ist': '10:57:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 10 JUL 25 25500 PE', 'option_type': 'PE', 'price': 114.94, 'trailing_sl': 94.94, 'rsi': 26.3, 'oi': 8467050, 'outcome': ''}, {'date': '2025-07-10', 'trade id': '2025-07-10_102', 'time ist': '12:20:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 10 JUL 25 25500 PE', 'option_type': 'PE', 'price': 120.0, 'trailing_sl': 120.0, 'rsi': 63.0, 'oi': 6828000, 'outcome': 'Success'}]",5.06,379.5
22-07-2025,NIFTY 22 JUL 25 25000 CE,CE,25000.0,85.0,12:21:00 IST,12:33:00 IST,148.37,151.55,128.37,2.14,Success,TIME_DECAY,[],"[{'date': '2025-07-22', 'trade id': '2025-07-22_186', 'time ist': '12:21:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 22 JUL 25 25000 CE', 'option_type': 'CE', 'price': 148.37, 'trailing_sl': 128.37, 'rsi': 60.5, 'oi': 6624150, 'outcome': ''}, {'date': '2025-07-22', 'trade id': '2025-07-22_186', 'time ist': '12:33:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 22 JUL 25 25000 CE', 'option_type': 'CE', 'price': 151.55, 'trailing_sl': 128.37, 'rsi': 76.2, 'oi': 6132000, 'outcome': 'Success'}]",3.18,238.5
04-07-2025,NIFTY 4 JUL 25 25300 CE,CE,25300.0,85.0,10:47:00 IST,10:59:00 IST,218.97,223.05,198.97,1.86,Success,TIME_DECAY,[],"[{'date': '2025-07-04', 'trade id': '2025-07-04_92', 'time ist': '10:47:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 4 JUL 25 25300 CE', 'option_type': 'CE', 'price': 218.97, 'trailing_sl': 198.97, 'rsi': 46.9, 'oi': 1657425, 'outcome': ''}, {'date': '2025-07-04', 'trade id': '2025-07-04_92', 'time ist': '10:59:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 4 JUL 25 25300 CE', 'option_type': 'CE', 'price': 223.05, 'trailing_sl': 198.97, 'rsi': 54.5, 'oi': 1696725, 'outcome': 'Success'}]",4.08,306.0
24-07-2025,NIFTY 24 JUL 25 24950 PE,PE,24950.0,100.0,12:02:00 IST,12:14:00 IST,178.42,176.0,158.42,-1.36,Failure,TIME_DECAY,[],"[{'date': '2025-07-24', 'trade id': '2025-07-24_542', 'time ist': '12:02:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 24 JUL 25 24950 PE', 'option_type': 'PE', 'price': 178.42, 'trailing_sl': 158.42, 'rsi': 37.3, 'oi': 2337150, 'outcome': ''}, {'date': '2025-07-24', 'trade id': '2025-07-24_542', 'time ist': '12:14:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 24 JUL 25 24950 PE', 'option_type': 'PE', 'price': 176.0, 'trailing_sl': 158.42, 'rsi': 49.1, 'oi': 2305950, 'outcome': 'Failure'}]",-2.42,-181.5
16-07-2025,NIFTY 16 JUL 25 25300 PE,PE,25300.0,100.0,09:43:00 IST,09:55:00 IST,113.42,115.4,93.42,1.75,Success,TIME_DECAY,[],"[{'date': '2025-07-16', 'trade id': '2025-07-16_403', 'time ist': '09:43:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 16 JUL 25 25300 PE', 'option_type': 'PE', 'price': 113.42, 'trailing_sl': 93.42, 'rsi': 48.0, 'oi': 4404675, 'outcome': ''}, {'date': '2025-07-16', 'trade id': '2025-07-16_403', 'time ist': '09:55:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 16 JUL 25 25300 PE', 'option_type': 'PE', 'price': 115.4, 'trailing_sl': 93.42, 'rsi': 49.4, 'oi': 4695525, 'outcome': 'Success'}]",1.98,148.5
25-07-2025,NIFTY 25 JUL 25 24950 PE,PE,24950.0,100.0,12:02:00 IST,12:14:00 IST,178.42,176.0,158.42,-1.36,Failure,TIME_DECAY,[],"[{'date': '2025-07-25', 'trade id': '2025-07-25_167', 'time ist': '12:02:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 25 JUL 25 24950 PE', 'option_type': 'PE', 'price': 178.42, 'trailing_sl': 158.42, 'rsi': 37.3, 'oi': 2337150, 'outcome': ''}, {'date': '2025-07-25', 'trade id': '2025-07-25_167', 'time ist': '12:14:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 25 JUL 25 24950 PE', 'option_type': 'PE', 'price': 176.0, 'trailing_sl': 158.42, 'rsi': 49.1, 'oi': 2305950, 'outcome': 'Failure'}]",-2.42,-181.5
14-07-2025,NIFTY 14 JUL 25 24950 CE,CE,24950.0,85.0,12:18:00 IST,12:30:00 IST,187.35,184.75,167.35,-1.39,Failure,TIME_DECAY,[],"[{'date': '2025-07-14', 'trade id': '2025-07-14_183', 'time ist': '12:18:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 14 JUL 25 24950 CE', 'option_type': 'CE', 'price': 187.35, 'trailing_sl': 167.35, 'rsi': 59.8, 'oi': 507075, 'outcome': ''}, {'date': '2025-07-14', 'trade id': '2025-07-14_183', 'time ist': '12:30:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 14 JUL 25 24950 CE', 'option_type': 'CE', 'price': 184.75, 'trailing_sl': 167.35, 'rsi': 49.4, 'oi': 490125, 'outcome': 'Failure'}]",-2.6,-195.0
03-07-2025,NIFTY 3 JUL 25 25250 CE,CE,25250.0,85.0,12:35:00 IST,12:47:00 IST,212.55,208.6,192.55,-1.86,Failure,TIME_DECAY,[],"[{'date': '2025-07-03', 'trade id': '2025-07-03_575', 'time ist': '12:35:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 3 JUL 25 25250 CE', 'option_type': 'CE', 'price': 212.55, 'trailing_sl': 192.55, 'rsi': 62.5, 'oi': 432900, 'outcome': ''}, {'date': '2025-07-03', 'trade id': '2025-07-03_575', 'time ist': '12:47:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 3 JUL 25 25250 CE', 'option_type': 'CE', 'price': 208.6, 'trailing_sl': 192.55, 'rsi': 50.2, 'oi': 443925, 'outcome': 'Failure'}]",-3.95,-296.25
09-07-2025,NIFTY 9 JUL 25 25300 CE,CE,25300.0,85.0,12:26:00 IST,12:38:00 IST,117.51,119.55,97.51,1.74,Success,TIME_DECAY,[],"[{'date': '2025-07-09', 'trade id': '2025-07-09_566', 'time ist': '12:26:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 9 JUL 25 25300 CE', 'option_type': 'CE', 'price': 117.51, 'trailing_sl': 97.51, 'rsi': 67.3, 'oi': 5419500, 'outcome': ''}, {'date': '2025-07-09', 'trade id': '2025-07-09_566', 'time ist': '12:38:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 9 JUL 25 25300 CE', 'option_type': 'CE', 'price': 119.55, 'trailing_sl': 97.51, 'rsi': 67.0, 'oi': 4561350, 'outcome': 'Success'}]",2.04,153.0
04-07-2025,NIFTY 4 JUL 25 25250 CE,CE,25250.0,85.0,12:35:00 IST,12:47:00 IST,212.55,208.6,192.55,-1.86,Failure,TIME_DECAY,[],"[{'date': '2025-07-04', 'trade id': '2025-07-04_200', 'time ist': '12:35:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 4 JUL 25 25250 CE', 'option_type': 'CE', 'price': 212.55, 'trailing_sl': 192.55, 'rsi': 62.5, 'oi': 432900, 'outcome': ''}, {'date': '2025-07-04', 'trade id': '2025-07-04_200', 'time ist': '12:47:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 4 JUL 25 25250 CE', 'option_type': 'CE', 'price': 208.6, 'trailing_sl': 192.55, 'rsi': 50.2, 'oi': 443925, 'outcome': 'Failure'}]",-3.95,-296.25
17-07-2025,NIFTY 17 JUL 25 25200 PE,PE,25200.0,100.0,09:21:00 IST,09:33:00 IST,178.27,174.45,158.27,-2.14,Failure,TIME_DECAY,[],"[{'date': '2025-07-17', 'trade id': '2025-07-17_381', 'time ist': '09:21:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 17 JUL 25 25200 PE', 'option_type': 'PE', 'price': 178.27, 'trailing_sl': 158.27, 'rsi': 38.5, 'oi': 4285800, 'outcome': ''}, {'date': '2025-07-17', 'trade id': '2025-07-17_381', 'time ist': '09:33:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 17 JUL 25 25200 PE', 'option_type': 'PE', 'price': 174.45, 'trailing_sl': 158.27, 'rsi': 41.2, 'oi': 4168650, 'outcome': 'Failure'}]",-3.82,-286.5
17-07-2025,NIFTY 17 JUL 25 25150 PE,PE,25150.0,90.0,09:47:00 IST,09:59:00 IST,167.86,163.8,147.86,-2.42,Failure,TIME_DECAY,[],"[{'date': '2025-07-17', 'trade id': '2025-07-17_407', 'time ist': '09:47:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 17 JUL 25 25150 PE', 'option_type': 'PE', 'price': 167.86, 'trailing_sl': 147.86, 'rsi': 23.3, 'oi': 2212725, 'outcome': ''}, {'date': '2025-07-17', 'trade id': '2025-07-17_407', 'time ist': '09:59:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 17 JUL 25 25150 PE', 'option_type': 'PE', 'price': 163.8, 'trailing_sl': 147.86, 'rsi': 37.1, 'oi': 2092725, 'outcome': 'Failure'}]",-4.06,-304.5
21-07-2025,NIFTY 21 JUL 25 25150 PE,PE,25150.0,85.0,12:32:00 IST,12:44:00 IST,149.48,145.55,129.48,-2.63,Failure,TIME_DECAY,[],"[{'date': '2025-07-21', 'trade id': '2025-07-21_197', 'time ist': '12:32:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 21 JUL 25 25150 PE', 'option_type': 'PE', 'price': 149.48, 'trailing_sl': 129.48, 'rsi': 45.2, 'oi': 1189200, 'outcome': ''}, {'date': '2025-07-21', 'trade id': '2025-07-21_197', 'time ist': '12:44:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 21 JUL 25 25150 PE', 'option_type': 'PE', 'price': 145.55, 'trailing_sl': 129.48, 'rsi': 52.1, 'oi': 1174425, 'outcome': 'Failure'}]",-3.93,-294.75
14-07-2025,NIFTY 14 JUL 25 25200 PE,PE,25200.0,95.0,10:32:00 IST,10:44:00 IST,163.01,158.7,143.01,-2.64,Failure,TIME_DECAY,[],"[{'date': '2025-07-14', 'trade id': '2025-07-14_77', 'time ist': '10:32:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 14 JUL 25 25200 PE', 'option_type': 'PE', 'price': 163.01, 'trailing_sl': 143.01, 'rsi': 36.8, 'oi': 4696125, 'outcome': ''}, {'date': '2025-07-14', 'trade id': '2025-07-14_77', 'time ist': '10:44:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 14 JUL 25 25200 PE', 'option_type': 'PE', 'price': 158.7, 'trailing_sl': 143.01, 'rsi': 43.0, 'oi': 4465650, 'outcome': 'Failure'}]",-4.31,-323.25
28-07-2025,NIFTY 28 JUL 25 24900 PE,PE,24900.0,95.0,12:10:00 IST,12:22:00 IST,164.28,159.6,144.28,-2.85,Failure,TIME_DECAY,[],"[{'date': '2025-07-28', 'trade id': '2025-07-28_175', 'time ist': '12:10:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 28 JUL 25 24900 PE', 'option_type': 'PE', 'price': 164.28, 'trailing_sl': 144.28, 'rsi': 41.4, 'oi': 4506150, 'outcome': ''}, {'date': '2025-07-28', 'trade id': '2025-07-28_175', 'time ist': '12:22:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 28 JUL 25 24900 PE', 'option_type': 'PE', 'price': 159.6, 'trailing_sl': 144.28, 'rsi': 41.6, 'oi': 4485600, 'outcome': 'Failure'}]",-4.68,-351.0
10-07-2025,NIFTY 10 JUL 25 25050 CE,CE,25050.0,85.0,13:51:00 IST,14:03:00 IST,220.84,214.05,200.84,-3.07,Failure,TIME_DECAY,[],"[{'date': '2025-07-10', 'trade id': '2025-07-10_651', 'time ist': '13:51:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 10 JUL 25 25050 CE', 'option_type': 'CE', 'price': 220.84, 'trailing_sl': 200.84, 'rsi': 59.1, 'oi': 334575, 'outcome': ''}, {'date': '2025-07-10', 'trade id': '2025-07-10_651', 'time ist': '14:03:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 10 JUL 25 25050 CE', 'option_type': 'CE', 'price': 214.05, 'trailing_sl': 200.84, 'rsi': 51.8, 'oi': 313650, 'outcome': 'Failure'}]",-6.79,-509.25
11-07-2025,NIFTY 11 JUL 25 25050 CE,CE,25050.0,85.0,13:51:00 IST,14:03:00 IST,220.84,214.05,200.84,-3.07,Failure,TIME_DECAY,[],"[{'date': '2025-07-11', 'trade id': '2025-07-11_276', 'time ist': '13:51:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 11 JUL 25 25050 CE', 'option_type': 'CE', 'price': 220.84, 'trailing_sl': 200.84, 'rsi': 59.1, 'oi': 334575, 'outcome': ''}, {'date': '2025-07-11', 'trade id': '2025-07-11_276', 'time ist': '14:03:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 11 JUL 25 25050 CE', 'option_type': 'CE', 'price': 214.05, 'trailing_sl': 200.84, 'rsi': 51.8, 'oi': 313650, 'outcome': 'Failure'}]",-6.79,-509.25
03-07-2025,NIFTY 3 JUL 25 25600 PE,PE,25600.0,90.0,13:59:00 IST,14:11:00 IST,122.82,118.45,102.82,-3.56,Failure,TIME_DECAY,[],"[{'date': '2025-07-03', 'trade id': '2025-07-03_284', 'time ist': '13:59:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 3 JUL 25 25600 PE', 'option_type': 'PE', 'price': 122.82, 'trailing_sl': 102.82, 'rsi': 37.1, 'oi': 4466850, 'outcome': ''}, {'date': '2025-07-03', 'trade id': '2025-07-03_284', 'time ist': '14:11:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 3 JUL 25 25600 PE', 'option_type': 'PE', 'price': 118.45, 'trailing_sl': 102.82, 'rsi': 42.8, 'oi': 4296225, 'outcome': 'Failure'}]",-4.37,-327.75
10-07-2025,NIFTY 10 JUL 25 25300 CE,CE,25300.0,85.0,12:26:00 IST,12:38:00 IST,117.51,119.55,97.51,1.74,Success,TIME_DECAY,[],"[{'date': '2025-07-10', 'trade id': '2025-07-10_191', 'time ist': '12:26:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 10 JUL 25 25300 CE', 'option_type': 'CE', 'price': 117.51, 'trailing_sl': 97.51, 'rsi': 67.3, 'oi': 5419500, 'outcome': ''}, {'date': '2025-07-10', 'trade id': '2025-07-10_191', 'time ist': '12:38:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 10 JUL 25 25300 CE', 'option_type': 'CE', 'price': 119.55, 'trailing_sl': 97.51, 'rsi': 67.0, 'oi': 4561350, 'outcome': 'Success'}]",2.04,153.0
31-07-2025,NIFTY 31 JUL 25 24750 PE,PE,24750.0,85.0,12:42:00 IST,12:54:00 IST,207.3,199.6,187.3,-3.71,Failure,TIME_DECAY,[],"[{'date': '2025-07-31', 'trade id': '2025-07-31_583', 'time ist': '12:42:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 31 JUL 25 24750 PE', 'option_type': 'PE', 'price': 207.3, 'trailing_sl': 187.3, 'rsi': 43.1, 'oi': 2771400, 'outcome': ''}, {'date': '2025-07-31', 'trade id': '2025-07-31_583', 'time ist': '12:54:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 31 JUL 25 24750 PE', 'option_type': 'PE', 'price': 199.6, 'trailing_sl': 187.3, 'rsi': 48.3, 'oi': 2453025, 'outcome': 'Failure'}]",-7.7,-577.5
07-07-2025,NIFTY 7 JUL 25 25350 CE,CE,25350.0,85.0,10:53:00 IST,11:05:00 IST,199.12,202.55,179.12,1.72,Success,TIME_DECAY,[],"[{'date': '2025-07-07', 'trade id': '2025-07-07_98', 'time ist': '10:53:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 7 JUL 25 25350 CE', 'option_type': 'CE', 'price': 199.12, 'trailing_sl': 179.12, 'rsi': 59.5, 'oi': 1324425, 'outcome': ''}, {'date': '2025-07-07', 'trade id': '2025-07-07_98', 'time ist': '11:05:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 7 JUL 25 25350 CE', 'option_type': 'CE', 'price': 202.55, 'trailing_sl': 179.12, 'rsi': 58.2, 'oi': 1311075, 'outcome': 'Success'}]",3.43,257.25
17-07-2025,NIFTY 17 JUL 25 24850 CE,CE,24850.0,100.0,13:00:00 IST,13:06:00 IST,221.14,212.9,201.14,-3.73,Failure,stop_loss_hit,[],"[{'date': '2025-07-17', 'trade id': '2025-07-17_600', 'time ist': '13:00:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 17 JUL 25 24850 CE', 'option_type': 'CE', 'price': 221.14, 'trailing_sl': 201.14, 'rsi': 63.8, 'oi': 413475, 'outcome': ''}, {'date': '2025-07-17', 'trade id': '2025-07-17_600', 'time ist': '13:06:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 17 JUL 25 24850 CE', 'option_type': 'CE', 'price': 212.9, 'trailing_sl': 201.14, 'rsi': 51.8, 'oi': 430575, 'outcome': 'Failure'}]",-8.24,-618.0
31-07-2025,NIFTY 31 JUL 25 24650 CE,CE,24650.0,100.0,10:27:00 IST,10:39:00 IST,223.21,226.4,203.21,1.43,Success,TIME_DECAY,[],"[{'date': '2025-07-31', 'trade id': '2025-07-31_448', 'time ist': '10:27:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 31 JUL 25 24650 CE', 'option_type': 'CE', 'price': 223.21, 'trailing_sl': 203.21, 'rsi': 62.5, 'oi': 1116750, 'outcome': ''}, {'date': '2025-07-31', 'trade id': '2025-07-31_448', 'time ist': '10:39:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 31 JUL 25 24650 CE', 'option_type': 'CE', 'price': 226.4, 'trailing_sl': 203.21, 'rsi': 60.3, 'oi': 854700, 'outcome': 'Success'}]",3.19,239.25
18-07-2025,NIFTY 18 JUL 25 24850 CE,CE,24850.0,100.0,13:00:00 IST,13:06:00 IST,221.14,212.9,201.14,-3.73,Failure,stop_loss_hit,[],"[{'date': '2025-07-18', 'trade id': '2025-07-18_225', 'time ist': '13:00:00 IST', 'event': 'BUY CE', 'symbol': 'NIFTY 18 JUL 25 24850 CE', 'option_type': 'CE', 'price': 221.14, 'trailing_sl': 201.14, 'rsi': 63.8, 'oi': 413475, 'outcome': ''}, {'date': '2025-07-18', 'trade id': '2025-07-18_225', 'time ist': '13:06:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 18 JUL 25 24850 CE', 'option_type': 'CE', 'price': 212.9, 'trailing_sl': 201.14, 'rsi': 51.8, 'oi': 430575, 'outcome': 'Failure'}]",-8.24,-618.0
17-07-2025,NIFTY 17 JUL 25 25250 PE,PE,25250.0,100.0,14:30:00 IST,14:42:00 IST,111.91,107.65,91.91,-3.81,Failure,TIME_DECAY,[],"[{'date': '2025-07-17', 'trade id': '2025-07-17_315', 'time ist': '14:30:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 17 JUL 25 25250 PE', 'option_type': 'PE', 'price': 111.91, 'trailing_sl': 91.91, 'rsi': 29.7, 'oi': 2493825, 'outcome': ''}, {'date': '2025-07-17', 'trade id': '2025-07-17_315', 'time ist': '14:42:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 17 JUL 25 25250 PE', 'option_type': 'PE', 'price': 107.65, 'trailing_sl': 91.91, 'rsi': 42.1, 'oi': 2417400, 'outcome': 'Failure'}]",-4.26,-319.5
11-07-2025,NIFTY 11 JUL 25 25400 PE,PE,25400.0,85.0,10:00:00 IST,10:12:00 IST,194.43,186.95,174.43,-3.85,Failure,TIME_DECAY,[],"[{'date': '2025-07-11', 'trade id': '2025-07-11_45', 'time ist': '10:00:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 11 JUL 25 25400 PE', 'option_type': 'PE', 'price': 194.43, 'trailing_sl': 174.43, 'rsi': 44.9, 'oi': 4505400, 'outcome': ''}, {'date': '2025-07-11', 'trade id': '2025-07-11_45', 'time ist': '10:12:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 11 JUL 25 25400 PE', 'option_type': 'PE', 'price': 186.95, 'trailing_sl': 174.43, 'rsi': 37.6, 'oi': 4467900, 'outcome': 'Failure'}]",-7.48,-561.0
24-07-2025,NIFTY 24 JUL 25 25000 PE,PE,25000.0,95.0,11:18:00 IST,11:21:00 IST,189.48,181.75,169.48,-4.08,Failure,stop_loss_hit,[],"[{'date': '2025-07-24', 'trade id': '2025-07-24_498', 'time ist': '11:18:00 IST', 'event': 'BUY PE', 'symbol': 'NIFTY 24 JUL 25 25000 PE', 'option_type': 'PE', 'price': 189.48, 'trailing_sl': 169.48, 'rsi': 39.2, 'oi': 8047650, 'outcome': ''}, {'date': '2025-07-24', 'trade id': '2025-07-24_498', 'time ist': '11:21:00 IST', 'event': 'SELL', 'symbol': 'NIFTY 24 JUL 25 25000 PE', 'option_type': 'PE', 'price': 181.75, 'trailing_sl': 169.48, 'rsi': 58.2, 'oi': 8007150, 'outcome': 'Failure'}]",-7.73,-579.75
